id,last_scraped,host_location,neighbourhood_group_cleansed,latitude,longitude,bedrooms,beds,price,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,review_scores_rating,reviews_per_month
13013764,2020-10-15,"Barcelona, Catalonia, Spain",Sant Martí,41.40748,2.18834,2.0,1.0,$80.00,t,0,0,0,0,2020-10-15,1,100.0,0.02
13016044,2020-10-12,"Barcelona, Catalonia, Spain",Ciutat Vella,41.379490000000004,2.16757,1.0,1.0,$500.00,t,29,59,89,364,2020-10-12,0,,
13016271,2020-10-16,"Barcelona, Catalonia, Spain",Sant Martí,41.40873,2.21161,1.0,1.0,$41.00,t,0,0,0,0,2020-10-16,58,97.0,1.09
13017788,2020-10-13,"Barcelona, Catalonia, Spain",Eixample,41.393029999999996,2.16687,5.0,10.0,$825.00,t,28,58,88,358,2020-10-13,30,97.0,0.57
13026543,2020-10-14,"Barcelona, Catalonia, Spain",Sant Martí,41.41554,2.2035299999999998,1.0,1.0,$28.00,t,30,60,90,110,2020-10-14,42,98.0,0.78
13030499,2020-10-12,"Barcelona, Catalonia, Spain",Eixample,41.38985,2.16371,1.0,1.0,$70.00,t,0,0,0,0,2020-10-12,2,100.0,0.04
13030914,2020-10-12,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.37318,2.14284,1.0,1.0,$45.00,t,0,0,0,0,2020-10-12,0,,
13035530,2020-10-12,"Barcelona, Catalonia, Spain",Horta-Guinardó,41.4169,2.16973,1.0,2.0,$45.00,t,0,0,0,0,2020-10-12,12,95.0,0.44
13043809,2020-10-15,"Manila, Metro Manila, Philippines",Sant Martí,41.40902,2.18775,1.0,1.0,$30.00,t,29,59,89,364,2020-10-15,89,96.0,1.67
13044882,2020-10-13,"Barcelona, Catalonia, Spain",Eixample,41.40143,2.1811700000000003,1.0,1.0,$36.00,t,29,59,89,364,2020-10-13,59,88.0,1.1
13057411,2020-10-12,"Barcelona, Catalonia, Spain",Ciutat Vella,41.38037,2.1730400000000003,1.0,1.0,$60.00,t,0,0,0,0,2020-10-12,2,90.0,0.04
13058717,2020-10-12,"Barcelona, Catalonia, Spain",Sant Martí,41.41021,2.21001,1.0,1.0,$30.00,t,0,0,0,0,2020-10-12,0,,
13059626,2020-10-15,"Barcelona, Catalonia, Spain",Eixample,41.38961,2.1633400000000003,1.0,1.0,$70.00,t,0,0,0,0,2020-10-15,1,80.0,0.02
13059642,2020-10-15,"Barcelona, Catalonia, Spain",Ciutat Vella,41.38089,2.17354,1.0,1.0,$28.00,t,0,1,1,229,2020-10-15,95,86.0,1.79
13062379,2020-10-16,"Florida, United States",Eixample,41.3946,2.16224,3.0,6.0,$497.00,t,1,1,1,1,2020-10-16,67,99.0,1.3
13063233,2020-10-14,"Barcelona, Catalonia, Spain",Eixample,41.40063,2.18175,1.0,2.0,$34.00,t,29,59,89,180,2020-10-14,90,82.0,1.68
13068933,2020-10-17,"Barcelona, Catalonia, Spain",Sant Martí,41.41111,2.21275,3.0,6.0,$805.00,t,29,59,89,364,2020-10-17,0,,
13069815,2020-10-13,"Barcelona, Catalonia, Spain",Ciutat Vella,41.377590000000005,2.1709,2.0,1.0,$50.00,t,29,59,89,89,2020-10-13,159,91.0,3.13
13070531,2020-10-17,"Barcelona, Catalonia, Spain",Sarrià-Sant Gervasi,41.39593,2.14302,1.0,2.0,$100.00,t,0,0,0,0,2020-10-17,9,91.0,0.17
13074903,2020-10-15,"Barcelona, Catalonia, Spain",Eixample,41.38387,2.16141,3.0,4.0,$149.00,t,0,0,22,297,2020-10-15,78,97.0,1.53
13076706,2020-10-13,"Barcelona, Cataluña, Spain",Ciutat Vella,41.37614,2.17517,1.0,1.0,$38.00,t,30,60,90,90,2020-10-13,0,,
13079105,2020-10-12,"Barcelona, Catalonia, Spain",Gràcia,41.40113,2.15738,1.0,1.0,$30.00,t,0,0,0,0,2020-10-12,28,96.0,0.56
13086371,2020-10-12,ES,Eixample,41.40121,2.18023,1.0,1.0,$25.00,t,0,0,0,0,2020-10-12,1,100.0,0.02
13086835,2020-10-16,"Barcelona, Catalonia, Spain",Sant Martí,41.38608,2.2004599999999996,3.0,8.0,$200.00,t,30,60,90,239,2020-10-16,11,96.0,0.21
13087306,2020-10-15,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.37526,2.1332400000000002,1.0,0.0,$76.00,t,0,0,0,0,2020-10-15,6,90.0,0.12
13090869,2020-10-15,"Barcelona, Catalonia, Spain",Ciutat Vella,41.38213,2.16477,1.0,1.0,$50.00,t,30,60,90,90,2020-10-15,62,94.0,1.16
13093469,2020-10-17,"Prague, Hlavní město Praha, Czech Republic",Eixample,41.37652,2.15287,1.0,1.0,$30.00,t,0,0,0,0,2020-10-17,3,,0.06
13103577,2020-10-17,"Barcelona, Cataluña, Spain",Ciutat Vella,41.38149,2.18035,3.0,6.0,$180.00,t,30,60,90,365,2020-10-17,4,90.0,0.15
13104558,2020-10-17,"Barcelona, Catalonia, Spain",Gràcia,41.400009999999995,2.15482,1.0,1.0,$85.00,t,0,0,0,0,2020-10-17,4,100.0,0.08
13106697,2020-10-15,"Barcelona, Catalonia, Spain",Sant Martí,41.39878,2.20558,2.0,3.0,$89.00,t,0,0,0,162,2020-10-15,186,96.0,3.52
13108288,2020-10-17,"Barcelona, Catalonia, Spain",Eixample,41.392070000000004,2.1793099999999996,1.0,1.0,$26.00,t,0,15,45,320,2020-10-17,96,96.0,1.8
13108452,2020-10-12,"Barcelona, Catalonia, Spain",Ciutat Vella,41.38813,2.17618,1.0,1.0,$43.00,t,30,60,90,120,2020-10-12,10,88.0,0.2
13111458,2020-10-16,"Barcelona, Catalonia, Spain",Gràcia,41.40276,2.1627099999999997,1.0,1.0,$36.00,t,0,0,0,0,2020-10-16,84,94.0,1.58
13114888,2020-10-13,"Barcelona, Catalonia, Spain",Eixample,41.40076,2.1791099999999997,1.0,1.0,$49.00,t,29,59,89,364,2020-10-13,178,97.0,3.37
13115342,2020-10-12,"Barcelona, Catalonia, Spain",Sant Martí,41.39087,2.18338,1.0,1.0,$50.00,t,0,0,0,0,2020-10-12,4,90.0,0.08
13123272,2020-10-13,"Barcelona, Catalonia, Spain",Eixample,41.390679999999996,2.16161,4.0,4.0,$414.00,t,29,59,89,364,2020-10-13,46,97.0,0.94
13123867,2020-10-15,"Barcelona, Catalonia, Spain",Ciutat Vella,41.3813,2.17172,2.0,4.0,$75.00,t,13,43,73,348,2020-10-15,0,,
13124171,2020-10-14,"Barcelona, Catalonia, Spain",Gràcia,41.40397,2.15897,1.0,1.0,$90.00,t,0,0,0,246,2020-10-14,278,99.0,5.21
13129973,2020-10-14,"Barcelona, Catalonia, Spain",Nou Barris,41.42845,2.1833099999999996,1.0,1.0,$31.00,t,30,60,90,90,2020-10-14,110,95.0,2.06
13131181,2020-10-15,"El Prat de Llobregat, Catalonia, Spain",Eixample,41.408159999999995,2.1752599999999997,3.0,4.0,$65.00,t,23,53,83,350,2020-10-15,179,94.0,3.34
13131433,2020-10-15,"Barcelona, Catalonia, Spain",Sarrià-Sant Gervasi,41.40214,2.1435400000000002,2.0,3.0,$135.00,t,0,0,0,0,2020-10-15,85,88.0,1.62
13132398,2020-10-12,Spain,Gràcia,41.401,2.16423,1.0,1.0,$28.00,t,0,0,0,0,2020-10-12,50,94.0,0.99
13134327,2020-10-12,"Barcelona, Catalonia, Spain",Eixample,41.391870000000004,2.1638900000000003,1.0,1.0,$45.00,t,9,29,29,29,2020-10-12,163,91.0,3.19
13151223,2020-10-13,"Barcelona, Catalonia, Spain",Sant Martí,41.41182,2.17977,1.0,1.0,$34.00,t,29,59,89,89,2020-10-13,142,95.0,2.66
13160375,2020-10-12,"Barcelona, Catalonia, Spain",Eixample,41.37599,2.16087,1.0,1.0,$33.00,t,0,0,0,0,2020-10-12,20,97.0,0.38
13160475,2020-10-12,"Barcelona, Catalonia, Spain",Gràcia,41.40421,2.15822,2.0,4.0,$130.00,t,0,0,0,0,2020-10-12,11,91.0,0.21
13160787,2020-10-13,"Barcelona, Catalonia, Spain",Eixample,41.39334,2.16368,3.0,3.0,$399.00,t,29,50,80,318,2020-10-13,46,96.0,0.98
13161524,2020-10-14,"Barcelona, Catalonia, Spain",Sant Martí,41.40912,2.2090400000000003,4.0,4.0,$805.00,t,30,60,90,365,2020-10-14,0,,
13161668,2020-10-16,"Barcelona, Catalonia, Spain",Eixample,41.39478,2.1652400000000003,3.0,3.0,$378.00,t,29,59,89,364,2020-10-16,44,94.0,0.87
13165887,2020-10-13,"Barcelona, Catalonia, Spain",Eixample,41.39294,2.1653,2.0,2.0,$362.00,t,22,52,82,357,2020-10-13,42,97.0,0.85
13166575,2020-10-13,"Barcelona, Catalonia, Spain",Eixample,41.39108,2.16059,2.0,2.0,$110.00,t,29,59,89,364,2020-10-13,9,93.0,0.17
13170100,2020-10-12,"Barcelona, Catalonia, Spain",Sant Martí,41.41188,2.17754,1.0,1.0,$40.00,t,0,0,0,0,2020-10-12,0,,
13173667,2020-10-13,"Barcelona, Cataluña, Spain",Eixample,41.39114,2.17449,3.0,4.0,$109.00,t,30,60,90,365,2020-10-13,1,100.0,0.06
13177750,2020-10-12,"Barcelona, Catalonia, Spain",Eixample,41.408559999999994,2.17813,3.0,3.0,$170.00,t,0,0,0,0,2020-10-12,7,97.0,0.14
13180011,2020-10-12,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.37469,2.16529,3.0,5.0,$173.00,t,29,59,89,263,2020-10-12,78,88.0,1.47
13180523,2020-10-15,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.3768,2.12633,2.0,4.0,$99.00,t,0,0,0,97,2020-10-15,45,90.0,0.85
13181235,2020-10-15,"Barcelona, Catalonia, Spain",Ciutat Vella,41.37647,2.17548,1.0,2.0,$55.00,t,0,0,0,0,2020-10-15,1,80.0,0.02
13181946,2020-10-12,"Barcelona, Catalonia, Spain",Ciutat Vella,41.38196,2.18365,1.0,1.0,$120.00,t,0,29,50,56,2020-10-12,0,,
13184021,2020-10-14,"Barcelona, Catalonia, Spain",Gràcia,41.406729999999996,2.15226,2.0,2.0,$70.00,t,30,60,90,302,2020-10-14,15,87.0,0.29
13185354,2020-10-12,ES,Ciutat Vella,41.382290000000005,2.1814400000000003,1.0,2.0,$75.00,t,0,0,0,0,2020-10-12,1,80.0,0.02
13185557,2020-10-12,"Barcelona, Catalonia, Spain",Eixample,41.38433,2.1587,1.0,1.0,$90.00,t,0,0,0,0,2020-10-12,1,100.0,0.02
13186692,2020-10-12,"Barcelona, Catalonia, Spain",Les Corts,41.37717,2.11648,1.0,1.0,$30.00,t,0,0,0,0,2020-10-12,0,,
13187166,2020-10-17,"Barcelona, Catalonia, Spain",Eixample,41.377790000000005,2.1505400000000003,1.0,1.0,$42.00,t,30,60,90,365,2020-10-17,68,98.0,1.8
13187408,2020-10-12,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.37409,2.16233,1.0,1.0,$45.00,t,23,53,83,84,2020-10-12,12,98.0,0.23
13192074,2020-10-12,"Taipei, Taiwan",Ciutat Vella,41.381159999999994,2.17665,1.0,2.0,$22.00,t,0,0,0,0,2020-10-12,0,,
13197225,2020-10-13,"Barcelona, Catalonia, Spain",Eixample,41.37678,2.15024,1.0,0.0,$20.00,t,29,59,89,90,2020-10-13,171,97.0,3.23
13198646,2020-10-16,"Barcelona, Catalonia, Spain",Gràcia,41.40473,2.1592599999999997,1.0,1.0,$60.00,t,0,0,0,0,2020-10-16,0,,
13204629,2020-10-14,"Barcelona, Catalonia, Spain",Nou Barris,41.43027,2.18126,1.0,1.0,$36.00,t,30,60,90,90,2020-10-14,124,95.0,2.43
13205599,2020-10-17,"Barcelona, Catalonia, Spain",Horta-Guinardó,41.41018,2.17138,1.0,1.0,$35.00,t,0,0,0,0,2020-10-17,75,99.0,1.41
13213043,2020-10-13,"Pineda de Mar, Catalunya, Spain",Eixample,41.38917,2.17057,3.0,3.0,$229.00,t,30,60,90,365,2020-10-13,28,94.0,0.54
13213394,2020-10-16,"Sitges, Catalunya, Spain",Sant Martí,41.3992,2.20865,2.0,4.0,$45.00,t,0,0,0,0,2020-10-16,9,93.0,0.2
13214869,2020-10-17,"Barcelona, Catalonia, Spain",Eixample,41.40631,2.18102,1.0,1.0,$48.00,t,9,9,9,9,2020-10-17,66,89.0,1.26
13217644,2020-10-12,"Barcelona, Catalonia, Spain",Ciutat Vella,41.38661,2.17915,1.0,1.0,$52.00,t,0,0,0,253,2020-10-12,52,87.0,0.98
13217850,2020-10-16,"Barcelona, Catalonia, Spain",Sant Martí,41.39484,2.19509,1.0,2.0,$65.00,t,0,0,0,0,2020-10-16,149,94.0,2.81
13221891,2020-10-12,ES,Sant Martí,41.4096,2.18646,1.0,2.0,$36.00,t,0,0,0,0,2020-10-12,3,80.0,0.06
13223439,2020-10-13,ES,Ciutat Vella,41.38621,2.17083,1.0,1.0,$55.00,t,30,60,90,365,2020-10-13,272,91.0,5.12
13229284,2020-10-15,"Barcelona, Catalonia, Spain",Sant Martí,41.41662,2.19981,1.0,1.0,$33.00,t,29,59,89,364,2020-10-15,21,86.0,0.39
13231586,2020-10-12,"Barcelona, Catalonia, Spain",Eixample,41.39141,2.14921,1.0,1.0,$35.00,t,0,0,0,0,2020-10-12,1,80.0,0.02
13232624,2020-10-12,"Barcelona, Catalonia, Spain",Gràcia,41.40064,2.16383,1.0,1.0,$20.00,t,0,0,0,0,2020-10-12,34,91.0,0.65
13233788,2020-10-12,"Barcelona, Catalonia, Spain",Horta-Guinardó,41.41258,2.16621,1.0,1.0,$18.00,t,0,0,0,0,2020-10-12,4,95.0,0.08
13236795,2020-10-15,"Barcelona, Catalunya, Spain",Eixample,41.39803,2.16685,1.0,1.0,$25.00,t,28,58,88,178,2020-10-15,127,86.0,2.63
13237907,2020-10-17,"Barcelona, Catalonia, Spain",Sant Martí,41.40177,2.20741,1.0,1.0,$43.00,t,0,0,0,0,2020-10-17,1,80.0,0.02
13238236,2020-10-16,"Barcelona, Catalonia, Spain",Sant Martí,41.39152,2.19623,1.0,1.0,$33.00,t,30,60,90,180,2020-10-16,150,87.0,2.81
13243891,2020-10-13,"Barcelona, Catalonia, Spain",Eixample,41.39713,2.1764799999999997,1.0,1.0,$33.00,t,29,59,89,364,2020-10-13,29,98.0,0.55
13246027,2020-10-12,"Cologne, Nordrhein-Westfalen, Germany",Ciutat Vella,41.38129,2.1766,2.0,4.0,$40.00,t,0,16,46,137,2020-10-12,180,93.0,3.42
13252833,2020-10-13,"Barcelona, Cataluña, Spain",Gràcia,41.399429999999995,2.16102,1.0,1.0,$80.00,t,0,0,23,113,2020-10-13,67,100.0,1.27
13257154,2020-10-12,"Barcelona, Catalonia, Spain",Eixample,41.3838,2.1636,1.0,1.0,$78.00,t,0,0,0,0,2020-10-12,40,95.0,0.77
13257273,2020-10-12,IL,Eixample,41.39885,2.17444,1.0,1.0,$53.00,t,29,59,89,111,2020-10-12,21,93.0,0.41
13260441,2020-10-15,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.37293,2.16486,1.0,1.0,$90.00,t,28,58,88,196,2020-10-15,191,94.0,3.6
13261224,2020-10-17,"Barcelona, Catalonia, Spain",Gràcia,41.40773,2.15675,1.0,1.0,$31.00,t,0,0,0,0,2020-10-17,1,,0.03
13261391,2020-10-12,"Barcelona, Catalonia, Spain",Eixample,41.39533,2.16316,1.0,1.0,$18.00,t,0,0,0,0,2020-10-12,3,100.0,0.06
13262543,2020-10-12,"Barcelona, Catalonia, Spain",Gràcia,41.40108,2.161,1.0,1.0,$90.00,t,0,0,0,0,2020-10-12,16,92.0,0.31
13262688,2020-10-12,"Barcelona, Catalonia, Spain",Ciutat Vella,41.38518,2.18054,1.0,1.0,$47.00,t,0,0,0,0,2020-10-12,2,100.0,0.04
13262708,2020-10-16,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.37242,2.16078,1.0,1.0,$550.00,t,1,1,1,1,2020-10-16,9,88.0,0.17
13263775,2020-10-12,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.373540000000006,2.16411,1.0,1.0,$40.00,t,0,0,0,0,2020-10-12,3,100.0,0.06
13263849,2020-10-16,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.37466,2.15698,1.0,1.0,$30.00,t,30,60,90,180,2020-10-16,40,92.0,0.75
13268414,2020-10-12,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.37278,2.16445,3.0,6.0,$99.00,t,29,59,89,269,2020-10-12,123,87.0,2.35
13268531,2020-10-17,"Ripoll, Catalonia, Spain",Sants-Montjuïc,41.37502,2.12323,2.0,4.0,$110.00,t,29,44,44,44,2020-10-17,98,99.0,1.87
13269213,2020-10-17,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.37372,2.13366,1.0,2.0,$30.00,t,0,0,14,121,2020-10-17,443,96.0,8.34
13269473,2020-10-14,"Barcelona, Catalonia, Spain",Sant Martí,41.4001,2.20565,1.0,1.0,$25.00,t,1,1,1,2,2020-10-14,43,89.0,0.81
13269602,2020-10-15,"Barcelona, Catalonia, Spain",Sant Martí,41.39925,2.20457,1.0,1.0,$25.00,t,0,1,1,1,2020-10-15,46,94.0,0.87
13270031,2020-10-17,"Barcelona, Cataluña, Spain",Sant Martí,41.40511,2.21298,3.0,6.0,$366.00,t,0,0,0,0,2020-10-17,38,93.0,0.72
13270342,2020-10-12,"Barcelona, Catalonia, Spain",Eixample,41.376540000000006,2.16273,2.0,2.0,$89.00,t,0,13,24,93,2020-10-12,181,99.0,3.51
13271101,2020-10-12,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.36923,2.14246,1.0,1.0,$35.00,t,0,0,0,0,2020-10-12,0,,
13271897,2020-10-13,"Barcelona, Catalonia, Spain",Ciutat Vella,41.38362,2.18272,1.0,3.0,$56.43,t,30,60,90,365,2020-10-13,37,92.0,1.27
13273167,2020-10-12,"London, England, United Kingdom",Sant Andreu,41.41975,2.18132,1.0,2.0,$40.00,t,0,0,0,0,2020-10-12,0,,
13275175,2020-10-15,"Barcelona, Catalonia, Spain",Sant Martí,41.39378,2.18697,1.0,1.0,$25.00,t,0,0,0,0,2020-10-15,1,,0.03
13277329,2020-10-15,Singapore,Eixample,41.38708,2.16629,1.0,1.0,$40.00,t,0,0,0,0,2020-10-15,2,90.0,0.04
13277929,2020-10-12,"Barcelona, Catalonia, Spain",Nou Barris,41.42877,2.18059,1.0,1.0,$27.00,t,0,0,0,0,2020-10-12,4,90.0,0.08
13277953,2020-10-17,"Barcelona, Catalonia, Spain",Eixample,41.38698,2.1653599999999997,1.0,1.0,$38.00,t,0,0,0,0,2020-10-17,3,93.0,0.06
13278346,2020-10-12,"Barcelona, Catalonia, Spain",Ciutat Vella,41.38282,2.16677,1.0,2.0,$40.00,t,0,0,0,0,2020-10-12,16,93.0,0.31
13279313,2020-10-16,"Barcelona, Catalonia, Spain",Ciutat Vella,41.386109999999995,2.17196,2.0,3.0,$119.00,t,1,1,1,1,2020-10-16,119,96.0,2.24
13280760,2020-10-17,"Barcelona, Catalonia, Spain",Sant Martí,41.40099,2.20497,1.0,1.0,$25.00,t,0,0,14,283,2020-10-17,135,95.0,2.59
13285420,2020-10-12,"Barcelona, Catalonia, Spain",Ciutat Vella,41.38174,2.17999,1.0,1.0,$20.00,t,0,0,0,0,2020-10-12,4,93.0,0.08
13286692,2020-10-17,"Barcelona, Catalonia, Spain",Ciutat Vella,41.383590000000005,2.1693599999999997,1.0,1.0,$45.00,t,0,19,49,294,2020-10-17,2,90.0,0.06
13287409,2020-10-12,"Barcelona, Catalonia, Spain",Eixample,41.38547,2.15558,1.0,1.0,$28.00,t,29,59,89,364,2020-10-12,4,87.0,0.08
13288653,2020-10-17,"Barcelona, Catalonia, Spain",Horta-Guinardó,41.423759999999994,2.15657,1.0,1.0,$39.00,t,15,45,75,350,2020-10-17,27,100.0,0.51
13289432,2020-10-14,"Barcelona, Catalonia, Spain",Les Corts,41.38734,2.13502,1.0,1.0,$50.00,t,0,0,0,7,2020-10-14,94,99.0,1.82
13292212,2020-10-12,"Shenzhen, Guangdong, China",Ciutat Vella,41.38551,2.18145,1.0,1.0,$35.00,t,0,0,0,0,2020-10-12,36,97.0,0.69
13294529,2020-10-16,"Barcelona, Catalonia, Spain",Ciutat Vella,41.37963,2.17498,1.0,2.0,$40.00,t,1,1,1,1,2020-10-16,25,90.0,0.47
13295482,2020-10-12,"Barcelona, Catalonia, Spain",Eixample,41.38402,2.15538,1.0,1.0,$50.00,t,30,60,90,365,2020-10-12,240,86.0,4.57
13297695,2020-10-14,"Florianópolis, State of Santa Catarina, Brazil",Gràcia,41.4096,2.15853,1.0,1.0,$46.00,t,0,0,0,13,2020-10-14,76,93.0,1.58
13304618,2020-10-12,"Barcelona, Catalonia, Spain",Eixample,41.39768,2.1806099999999997,1.0,1.0,$50.00,t,0,0,0,0,2020-10-12,22,91.0,0.42
13304703,2020-10-13,"Barcelona, Cataluña, Spain",Ciutat Vella,41.37624,2.1735599999999997,1.0,1.0,$35.00,t,30,60,90,365,2020-10-13,4,100.0,0.08
13305016,2020-10-12,"Barcelona, Catalonia, Spain",Sant Martí,41.40645,2.20597,1.0,1.0,$60.00,t,0,0,0,0,2020-10-12,0,,
13305377,2020-10-13,"Barcelona, Cataluña, Spain",Sants-Montjuïc,41.3736,2.1594,2.0,2.0,$142.00,t,29,59,89,110,2020-10-13,66,85.0,1.27
13307558,2020-10-15,"London, United Kingdom",Ciutat Vella,41.37767,2.16712,1.0,1.0,$50.00,t,0,0,0,0,2020-10-15,12,88.0,0.23
13309382,2020-10-12,"Paris, Île-de-France, France",Eixample,41.37559,2.1616299999999997,1.0,1.0,$50.00,t,0,0,0,0,2020-10-12,0,,
13310197,2020-10-16,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.358740000000004,2.14115,1.0,1.0,$23.00,t,0,0,0,0,2020-10-16,12,98.0,0.23
13310529,2020-10-13,"Barcelona, Catalonia, Spain",Eixample,41.3785,2.15151,1.0,1.0,$15.00,t,26,56,86,86,2020-10-13,234,98.0,4.42
13311517,2020-10-15,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.37321,2.15625,1.0,1.0,$27.00,t,0,0,0,0,2020-10-15,3,93.0,0.06
13312200,2020-10-15,"Barcelona, Catalonia, Spain",Ciutat Vella,41.3792,2.17598,1.0,1.0,$29.00,t,30,60,90,180,2020-10-15,116,92.0,2.19
13315719,2020-10-14,"Barcelona, Cataluña, Spain",Les Corts,41.38827,2.1230700000000002,2.0,1.0,$30.00,t,30,60,90,181,2020-10-14,70,92.0,1.34
13320504,2020-10-15,"Barcelona, Catalonia, Spain",Sant Martí,41.408,2.20289,1.0,1.0,$175.00,t,0,0,0,0,2020-10-15,1,,0.02
13320718,2020-10-12,"Barcelona, Catalonia, Spain",Eixample,41.39168,2.15105,1.0,1.0,$61.00,t,0,0,0,0,2020-10-12,1,,0.02
13321671,2020-10-14,"Barcelona, Cataluña, Spain",Gràcia,41.41154,2.14761,2.0,3.0,$45.00,t,0,0,18,158,2020-10-14,4,100.0,0.08
13331352,2020-10-12,"Barcelona, Catalonia, Spain",Ciutat Vella,41.38568,2.1814400000000003,1.0,1.0,$31.00,t,0,0,0,0,2020-10-12,120,90.0,2.28
13331555,2020-10-17,"Barcelona, Catalonia, Spain",Ciutat Vella,41.38231,2.18245,1.0,2.0,$46.00,t,0,0,0,0,2020-10-17,107,91.0,2.03
13332591,2020-10-13,"Barcelona, Catalonia, Spain",Sant Martí,41.41247,2.1776299999999997,1.0,2.0,$39.00,t,0,0,0,198,2020-10-13,181,87.0,3.5
13337294,2020-10-15,ES,Eixample,41.39441,2.1654299999999997,2.0,3.0,$150.00,t,29,59,89,89,2020-10-15,0,,
13338186,2020-10-15,"Barcelona, Catalonia, Spain",Sarrià-Sant Gervasi,41.404270000000004,2.14283,1.0,3.0,$65.00,t,30,60,90,180,2020-10-15,97,90.0,1.84
13338775,2020-10-13,"Barcelona, Catalonia, Spain",Eixample,41.38306,2.14804,1.0,1.0,$65.00,t,28,58,88,89,2020-10-13,6,93.0,0.11
13345852,2020-10-15,"Barcelona, Catalonia, Spain",Les Corts,41.387879999999996,2.13748,1.0,1.0,$85.00,t,30,60,90,365,2020-10-15,2,90.0,0.04
13346360,2020-10-13,"Barcelona, Catalonia, Spain",Ciutat Vella,41.38043,2.18098,2.0,3.0,$60.00,t,23,53,83,358,2020-10-13,2,100.0,0.05
13346749,2020-10-15,China,Eixample,41.39772,2.17131,6.0,6.0,$300.00,t,30,60,90,365,2020-10-15,0,,
13347472,2020-10-13,"Barcelona, Catalonia, Spain",Eixample,41.38675,2.1680099999999998,2.0,3.0,$323.00,t,25,55,85,358,2020-10-13,185,100.0,3.52
13351835,2020-10-12,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.37295,2.15735,1.0,0.0,$52.00,t,0,0,0,0,2020-10-12,63,98.0,1.2
13352875,2020-10-16,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.37305,2.1659599999999997,2.0,5.0,$160.00,t,0,0,0,0,2020-10-16,1,100.0,0.08
13354338,2020-10-12,"Barcelona, Catalonia, Spain",Gràcia,41.39954,2.15932,1.0,1.0,$20.00,t,0,0,0,0,2020-10-12,0,,
13355014,2020-10-12,"London, England, United Kingdom",Eixample,41.3764,2.16325,1.0,1.0,$53.00,t,0,0,9,9,2020-10-12,41,99.0,1.31
13359741,2020-10-12,"Barcelona, Catalonia, Spain",Eixample,41.394020000000005,2.17932,1.0,1.0,$49.00,t,0,0,0,0,2020-10-12,12,90.0,0.27
13360479,2020-10-15,"Barcelona, Catalonia, Spain",Eixample,41.389720000000004,2.17358,1.0,1.0,$82.00,t,0,0,0,0,2020-10-15,2,90.0,0.04
13365082,2020-10-15,ES,Eixample,41.38985,2.14602,1.0,1.0,$20.00,t,0,0,0,0,2020-10-15,1,80.0,0.02
13368075,2020-10-15,"Barcelona, Catalonia, Spain",Eixample,41.392140000000005,2.1448,1.0,1.0,$90.00,t,0,0,0,0,2020-10-15,5,96.0,0.14
13370186,2020-10-15,ES,Gràcia,41.4036,2.15493,1.0,1.0,$20.00,t,30,60,90,365,2020-10-15,91,88.0,1.73
13382536,2020-10-12,"Barcelona, Catalonia, Spain",Sant Martí,41.40392,2.21345,2.0,3.0,$140.00,t,0,0,0,0,2020-10-12,145,99.0,3.36
13384235,2020-10-13,"Barcelona, Cataluña, Spain",Eixample,41.38433,2.15349,1.0,1.0,$26.00,t,29,59,89,90,2020-10-13,1,100.0,0.02
13385530,2020-10-17,"Barcelona, Catalonia, Spain",Sant Martí,41.41056,2.18208,1.0,1.0,$35.00,t,0,0,0,0,2020-10-17,3,87.0,0.06
13389420,2020-10-16,"Barcelona, Catalonia, Spain",Ciutat Vella,41.38771,2.17798,1.0,1.0,$40.00,t,0,0,0,0,2020-10-16,69,93.0,1.32
13389439,2020-10-16,"Barcelona, Catalonia, Spain",Horta-Guinardó,41.4274,2.16653,1.0,1.0,$25.00,t,2,2,2,2,2020-10-16,7,80.0,0.13
13389878,2020-10-14,"Barcelona, Catalonia, Spain",Sant Martí,41.393409999999996,2.1911400000000003,2.0,2.0,$150.00,t,0,0,0,105,2020-10-14,7,100.0,0.13
13393694,2020-10-15,"Barcelona, Catalonia, Spain",Eixample,41.39192,2.1579599999999997,2.0,3.0,$75.00,t,29,59,77,77,2020-10-15,3,67.0,0.09
13402260,2020-10-15,"Barcelona, Catalonia, Spain",Sant Martí,41.40303,2.19486,1.0,1.0,$50.00,t,0,0,0,0,2020-10-15,20,94.0,0.38
13403567,2020-10-17,ES,Ciutat Vella,41.38409,2.1725,1.0,1.0,$30.00,t,0,0,0,0,2020-10-17,2,100.0,0.04
